entreprise_id,date_declaration,secteur,taille,localisation,nb_salaries_declares,salaire_moyen_declare,masse_salariale_declaree,cotisations_dues,date_paiement,jours_retard,montant_paye,sous_declaration_taux,flag_fraude,flag_retard_grave,annee,mois
ENT_0091,2023-02-25,ADMINISTRATION_PUBLIQUE,PME (10-49),ARTA,21,190581,4002211,1160641,2023-03-07,0,1160641,1.0,0,0,2023,2
ENT_0091,2023-03-27,ADMINISTRATION_PUBLIQUE,PME (10-49),ARTA,20,212805,4256109,1234272,2023-04-06,0,1234272,1.0,0,0,2023,3
ENT_0091,2023-04-26,ADMINISTRATION_PUBLIQUE,PME (10-49),ARTA,20,151863,3037261,880806,2023-05-06,0,880806,0.73,1,0,2023,4
ENT_0091,2023-05-26,ADMINISTRATION_PUBLIQUE,PME (10-49),ARTA,20,206928,4138563,1200183,2023-06-05,0,1200183,1.0,0,0,2023,5
ENT_0091,2023-06-25,ADMINISTRATION_PUBLIQUE,PME (10-49),ARTA,19,202235,3842468,1114316,2023-07-05,0,1114316,1.0,0,0,2023,6
ENT_0091,2023-07-25,ADMINISTRATION_PUBLIQUE,PME (10-49),ARTA,20,183524,3670474,1064437,2023-08-19,15,1064437,1.0,0,0,2023,7
ENT_0091,2023-08-24,ADMINISTRATION_PUBLIQUE,PME (10-49),ARTA,21,183429,3852016,1117085,2023-12-02,90,1117085,1.0,0,1,2023,8
ENT_0091,2023-09-23,ADMINISTRATION_PUBLIQUE,PME (10-49),ARTA,20,163004,3260088,945425,2023-10-03,0,945425,0.83,1,0,2023,9
ENT_0091,2023-10-23,ADMINISTRATION_PUBLIQUE,PME (10-49),ARTA,21,217026,4557541,1321687,2023-11-02,0,1321687,1.0,0,0,2023,10
ENT_0091,2023-11-22,ADMINISTRATION_PUBLIQUE,PME (10-49),ARTA,21,189086,3970797,1151531,2023-12-02,0,1151531,1.0,0,0,2023,11
ENT_0092,2022-01-01,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,15,145570,2183549,633229,2022-01-11,0,633229,1.0,0,0,2022,1
ENT_0092,2022-01-31,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,155117,2171636,629774,2022-02-10,0,629774,1.0,0,0,2022,1
ENT_0092,2022-03-02,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,139624,1954734,566873,2022-04-26,45,566873,1.0,0,1,2022,3
ENT_0092,2022-04-01,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,15,156373,2345601,680224,2022-06-10,60,680224,1.0,0,1,2022,4
ENT_0092,2022-05-01,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,15,124742,1871127,542627,2022-05-26,15,542627,0.81,1,0,2022,5
ENT_0092,2022-05-31,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,162605,2276476,660178,2022-06-10,0,660178,1.0,0,0,2022,5
ENT_0092,2022-06-30,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,141608,1982505,574927,2022-07-10,0,574927,1.0,0,0,2022,6
ENT_0092,2022-07-30,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,15,117927,1768912,512985,2022-08-09,0,512985,0.72,1,0,2022,7
ENT_0092,2022-08-29,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,15,98149,1472235,426948,2022-09-08,0,298864,0.66,1,0,2022,8
ENT_0092,2022-09-28,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,157938,2211139,641230,2022-10-23,15,641230,1.0,0,0,2022,9
ENT_0092,2022-10-28,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,149952,2099325,608804,2022-11-07,0,608804,1.0,0,0,2022,10
ENT_0092,2022-11-27,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,139145,1948035,564930,2022-12-07,0,564930,1.0,0,0,2022,11
ENT_0092,2022-12-27,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,15,104213,1563188,453325,2023-01-06,0,453325,0.66,1,0,2022,12
ENT_0092,2023-01-26,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,135771,1900792,551230,2023-02-20,15,551230,1.0,0,0,2023,1
ENT_0092,2023-02-25,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,15,147103,2206540,639897,2023-05-06,60,639897,1.0,0,1,2023,2
ENT_0092,2023-03-27,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,15,152420,2286305,663028,2023-04-06,0,663028,1.0,0,0,2023,3
ENT_0092,2023-04-26,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,111601,1562413,453100,2023-05-06,0,317170,0.68,1,0,2023,4
ENT_0092,2023-05-26,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,15,163489,2452330,711176,2023-06-05,0,711176,1.0,0,0,2023,5
ENT_0092,2023-06-25,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,15,145601,2184012,633364,2023-07-05,0,633364,1.0,0,0,2023,6
ENT_0092,2023-07-25,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,150058,2100817,609237,2023-10-03,60,609237,1.0,0,1,2023,7
ENT_0092,2023-08-24,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,162874,2280231,661267,2023-09-03,0,661267,1.0,0,0,2023,8
ENT_0092,2023-09-23,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,142310,1992333,577777,2023-10-18,15,577777,1.0,0,0,2023,9
ENT_0092,2023-10-23,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,106020,1484279,430441,2023-11-02,0,430441,0.77,1,0,2023,10
ENT_0092,2023-11-22,TRANSPORT_LOGISTIQUE,PME (10-49),ARTA,14,160953,2253341,653469,2023-12-02,0,653469,1.0,0,0,2023,11
ENT_0093,2022-01-01,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,19,149819,2846563,825503,2022-01-11,0,825503,1.0,0,0,2022,1
ENT_0093,2022-01-31,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,150867,2715601,787524,2022-02-10,0,787524,1.0,0,0,2022,1
ENT_0093,2022-03-02,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,19,149403,2838654,823210,2022-04-11,30,823210,1.0,0,0,2022,3
ENT_0093,2022-04-01,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,19,156470,2972928,862149,2022-04-11,0,862149,1.0,0,0,2022,4
ENT_0093,2022-05-01,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,137432,2473775,717395,2022-05-11,0,717395,1.0,0,0,2022,5
ENT_0093,2022-05-31,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,100517,1809307,524699,2022-06-25,15,524699,0.63,1,0,2022,5
ENT_0093,2022-06-30,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,19,152771,2902658,841771,2022-07-10,0,841771,1.0,0,0,2022,6
ENT_0093,2022-07-30,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,19,137439,2611337,757288,2022-08-09,0,757288,1.0,0,0,2022,7
ENT_0093,2022-08-29,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,19,155441,2953375,856479,2022-10-08,30,856479,1.0,0,0,2022,8
ENT_0093,2022-09-28,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,19,112723,2141735,621103,2022-10-08,0,621103,0.72,1,0,2022,9
ENT_0093,2022-10-28,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,158314,2849650,826398,2022-11-07,0,826398,1.0,0,0,2022,10
ENT_0093,2022-11-27,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,19,164098,3117862,904180,2022-12-07,0,632926,1.0,0,0,2022,11
ENT_0093,2022-12-27,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,155707,2802727,812791,2023-01-06,0,812791,1.0,0,0,2022,12
ENT_0093,2023-01-26,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,164079,2953422,856492,2023-02-05,0,856492,1.0,0,0,2023,1
ENT_0093,2023-02-25,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,149421,2689586,779980,2023-04-06,30,779980,1.0,0,0,2023,2
ENT_0093,2023-03-27,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,163538,2943689,853670,2023-04-06,0,853670,1.0,0,0,2023,3
ENT_0093,2023-04-26,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,161206,2901713,841497,2023-05-06,0,841497,1.0,0,0,2023,4
ENT_0093,2023-05-26,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,157369,2832642,821466,2023-06-05,0,821466,1.0,0,0,2023,5
ENT_0093,2023-06-25,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,156721,2820975,818083,2023-07-05,0,818083,1.0,0,0,2023,6
ENT_0093,2023-07-25,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,19,149667,2843672,824665,2023-08-04,0,824665,1.0,0,0,2023,7
ENT_0093,2023-08-24,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,19,162012,3078221,892684,2023-09-03,0,892684,1.0,0,0,2023,8
ENT_0093,2023-09-23,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,151679,2730217,791763,2023-12-02,60,791763,1.0,0,1,2023,9
ENT_0093,2023-10-23,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,136389,2455006,711952,2023-11-02,0,711952,1.0,0,0,2023,10
ENT_0093,2023-11-22,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,18,160044,2880788,835429,2024-01-31,60,835429,1.0,0,1,2023,11
ENT_0094,2022-01-01,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,47,144053,6770470,1963436,2022-01-11,0,1963436,1.0,0,0,2022,1
ENT_0094,2022-01-31,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,46,148059,6810709,1975106,2022-02-10,0,1975106,1.0,0,0,2022,1
ENT_0094,2022-03-02,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,44,160885,7078938,2052892,2022-03-12,0,2052892,1.0,0,0,2022,3
ENT_0094,2022-04-01,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,48,103104,4948975,1435203,2022-04-11,0,1435203,0.72,1,0,2022,4
ENT_0094,2022-05-01,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,47,137356,6455732,1872162,2022-05-26,15,1872162,1.0,0,0,2022,5
ENT_0094,2022-05-31,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,46,146755,6750749,1957717,2022-06-10,0,1957717,1.0,0,0,2022,5
ENT_0094,2022-06-30,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,47,164408,7727171,2240880,2022-07-10,0,2240880,1.0,0,0,2022,6
ENT_0094,2022-07-30,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,46,140511,6463508,1874417,2022-08-09,0,1874417,1.0,0,0,2022,7
ENT_0094,2022-08-29,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,44,158443,6971501,2021735,2022-09-08,0,2021735,1.0,0,0,2022,8
ENT_0094,2022-09-28,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,45,135159,6082163,1763827,2022-10-08,0,1234679,1.0,0,0,2022,9
ENT_0094,2022-10-28,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,47,163932,7704823,2234399,2022-11-22,15,2234399,1.0,0,0,2022,10
ENT_0094,2022-11-27,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,46,137119,6307472,1829167,2022-12-07,0,1829167,1.0,0,0,2022,11
ENT_0094,2022-12-27,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,44,139146,6122440,1775508,2023-02-20,45,1775508,1.0,0,1,2022,12
ENT_0094,2023-01-26,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,43,153419,6597007,1913132,2023-02-05,0,1913132,1.0,0,0,2023,1
ENT_0094,2023-02-25,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,45,159080,7158592,2075992,2023-04-06,30,2075992,1.0,0,0,2023,2
ENT_0094,2023-03-27,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,47,145556,6841113,1983923,2023-07-05,90,1388746,1.0,0,1,2023,3
ENT_0094,2023-04-26,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,44,154276,6788141,1968561,2023-05-06,0,1968561,1.0,0,0,2023,4
ENT_0094,2023-05-26,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,44,142992,6291668,1824584,2023-07-05,30,1824584,1.0,0,0,2023,5
ENT_0094,2023-06-25,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,45,158910,7150955,2073777,2023-07-05,0,2073777,1.0,0,0,2023,6
ENT_0094,2023-07-25,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,45,160413,7218591,2093391,2023-08-04,0,2093391,1.0,0,0,2023,7
ENT_0094,2023-08-24,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,47,151912,7139881,2070566,2023-12-02,90,2070566,1.0,0,1,2023,8
ENT_0094,2023-09-23,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,45,144061,6482744,1879996,2023-10-03,0,1879996,1.0,0,0,2023,9
ENT_0094,2023-10-23,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,46,145224,6680302,1937288,2023-11-02,0,1937288,1.0,0,0,2023,10
ENT_0094,2023-11-22,TRANSPORT_LOGISTIQUE,PME (10-49),DIKHIL,45,148735,6693058,1940987,2024-01-01,30,1940987,1.0,0,0,2023,11
ENT_0095,2022-01-01,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,24,137950,3310798,960131,2022-01-11,0,672092,1.0,0,0,2022,1
ENT_0095,2022-01-31,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,24,140053,3361267,974767,2022-02-10,0,974767,1.0,0,0,2022,1
ENT_0095,2022-03-02,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,147655,3691380,1070500,2022-03-12,0,1070500,1.0,0,0,2022,3
ENT_0095,2022-04-01,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,24,119505,2868121,831755,2022-04-11,0,831755,0.86,0,0,2022,4
ENT_0095,2022-05-01,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,126700,3167499,918575,2022-05-11,0,918575,0.83,1,0,2022,5
ENT_0095,2022-05-31,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,24,162974,3911376,1134299,2022-06-25,15,1134299,1.0,0,0,2022,5
ENT_0095,2022-06-30,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,163761,4094017,1187265,2022-07-25,15,831085,1.0,0,0,2022,6
ENT_0095,2022-07-30,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,24,157858,3788600,1098694,2022-08-09,0,1098694,1.0,0,0,2022,7
ENT_0095,2022-08-29,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,143961,3599028,1043718,2022-09-08,0,1043718,1.0,0,0,2022,8
ENT_0095,2022-09-28,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,24,138888,3333316,966662,2022-10-08,0,966662,1.0,0,0,2022,9
ENT_0095,2022-10-28,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,160187,4004686,1161359,2022-11-07,0,1161359,1.0,0,0,2022,10
ENT_0095,2022-11-27,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,162980,4074493,1181603,2022-12-07,0,1181603,1.0,0,0,2022,11
ENT_0095,2022-12-27,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,24,155313,3727518,1080980,2023-01-06,0,1080980,1.0,0,0,2022,12
ENT_0095,2023-01-26,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,137320,3433011,995573,2023-02-05,0,995573,1.0,0,0,2023,1
ENT_0095,2023-02-25,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,157187,3929685,1139609,2023-03-07,0,1139609,1.0,0,0,2023,2
ENT_0095,2023-03-27,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,149208,3730200,1081758,2023-04-06,0,757231,1.0,0,0,2023,3
ENT_0095,2023-04-26,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,140116,3502908,1015843,2023-05-06,0,1015843,1.0,0,0,2023,4
ENT_0095,2023-05-26,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,24,135751,3258012,944823,2023-07-20,45,944823,1.0,0,1,2023,5
ENT_0095,2023-06-25,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,24,144085,3458043,1002832,2023-09-03,60,1002832,1.0,0,1,2023,6
ENT_0095,2023-07-25,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,138638,3465945,1005124,2023-08-04,0,1005124,1.0,0,0,2023,7
ENT_0095,2023-08-24,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,151619,3790467,1099235,2023-12-02,90,1099235,1.0,0,1,2023,8
ENT_0095,2023-09-23,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,136196,3404909,987424,2023-11-02,30,987424,1.0,0,0,2023,9
ENT_0095,2023-10-23,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,120531,3013285,873853,2023-11-02,0,611697,0.82,1,0,2023,10
ENT_0095,2023-11-22,TRANSPORT_LOGISTIQUE,PME (10-49),DJIBOUTI-VILLE,25,157531,3938264,1142097,2023-12-02,0,799468,1.0,0,0,2023,11
ENT_0096,2022-01-01,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,358011,1074032,311469,2022-01-11,0,311469,1.0,0,0,2022,1
ENT_0096,2022-01-31,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,2,352825,705649,204638,2022-02-10,0,204638,1.0,0,0,2022,1
ENT_0096,2022-03-02,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,2,332891,665781,193077,2022-04-11,30,193077,1.0,0,0,2022,3
ENT_0096,2022-04-01,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,317411,952234,276148,2022-04-11,0,276148,1.0,0,0,2022,4
ENT_0096,2022-05-01,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,2,369622,739243,214381,2022-05-11,0,214381,1.0,0,0,2022,5
ENT_0096,2022-05-31,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,2,343129,686257,199015,2022-08-09,60,199015,1.0,0,1,2022,5
ENT_0096,2022-06-30,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,382604,1147812,332865,2022-07-10,0,332865,1.0,0,0,2022,6
ENT_0096,2022-07-30,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,2,373423,746846,216585,2022-08-24,15,216585,1.0,0,0,2022,7
ENT_0096,2022-08-29,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,2,357008,714016,207065,2022-09-08,0,207065,1.0,0,0,2022,8
ENT_0096,2022-09-28,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,362839,1088517,315670,2022-10-08,0,315670,1.0,0,0,2022,9
ENT_0096,2022-10-28,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,345884,1037652,300919,2022-11-07,0,300919,1.0,0,0,2022,10
ENT_0096,2022-11-27,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,343237,1029710,298616,2023-01-06,30,298616,1.0,0,0,2022,11
ENT_0096,2022-12-27,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,357215,1071646,310777,2023-01-21,15,310777,1.0,0,0,2022,12
ENT_0096,2023-01-26,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,2,368038,736077,213462,2023-02-05,0,213462,1.0,0,0,2023,1
ENT_0096,2023-02-25,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,341874,1025621,297430,2023-03-22,15,297430,1.0,0,0,2023,2
ENT_0096,2023-03-27,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,2,358026,716052,207655,2023-04-06,0,207655,1.0,0,0,2023,3
ENT_0096,2023-04-26,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,362637,1087910,315494,2023-05-21,15,315494,1.0,0,0,2023,4
ENT_0096,2023-05-26,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,375776,1127327,326925,2023-06-05,0,326925,1.0,0,0,2023,5
ENT_0096,2023-06-25,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,331150,993451,288101,2023-07-05,0,288101,1.0,0,0,2023,6
ENT_0096,2023-07-25,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,2,337595,675190,195805,2023-11-02,90,195805,1.0,0,1,2023,7
ENT_0096,2023-08-24,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,379033,1137098,329758,2023-09-03,0,329758,1.0,0,0,2023,8
ENT_0096,2023-09-23,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,2,371024,742048,215194,2023-10-03,0,215194,1.0,0,0,2023,9
ENT_0096,2023-10-23,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,3,379867,1139602,330485,2023-11-02,0,330485,1.0,0,0,2023,10
ENT_0096,2023-11-22,BANQUE_ASSURANCE,TPE (1-9),DJIBOUTI-VILLE,2,315971,631942,183263,2023-12-02,0,183263,1.0,0,0,2023,11
ENT_0097,2022-01-01,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,38,172165,6542281,1897261,2022-01-11,0,1897261,0.8,1,0,2022,1
ENT_0097,2022-01-31,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,41,194365,7968984,2311005,2022-03-27,45,2311005,1.0,0,1,2022,1
ENT_0097,2022-03-02,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,42,209917,8816529,2556793,2022-03-12,0,2556793,1.0,0,0,2022,3
ENT_0097,2022-04-01,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,41,186384,7641755,2216109,2022-04-11,0,2216109,0.87,0,0,2022,4
ENT_0097,2022-05-01,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,40,204055,8162183,2367033,2022-06-25,45,2367033,1.0,0,1,2022,5
ENT_0097,2022-05-31,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,40,186987,7479482,2169050,2022-06-10,0,2169050,1.0,0,0,2022,5
ENT_0097,2022-06-30,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,41,212517,8713215,2526832,2022-07-10,0,2526832,1.0,0,0,2022,6
ENT_0097,2022-07-30,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,39,198970,7759812,2250345,2022-08-09,0,2250345,1.0,0,0,2022,7
ENT_0097,2022-08-29,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,42,180608,7585526,2199802,2022-09-08,0,1539862,1.0,0,0,2022,8
ENT_0097,2022-09-28,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,39,219396,8556448,2481370,2022-10-08,0,2481370,1.0,0,0,2022,9
ENT_0097,2022-10-28,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,41,188294,7720046,2238813,2022-11-07,0,2238813,1.0,0,0,2022,10
ENT_0097,2022-11-27,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,41,209381,8584638,2489545,2022-12-07,0,2489545,1.0,0,0,2022,11
ENT_0097,2022-12-27,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,39,209906,8186318,2374032,2023-01-06,0,2374032,1.0,0,0,2022,12
ENT_0097,2023-01-26,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,42,218808,9189928,2665079,2023-02-05,0,2665079,1.0,0,0,2023,1
ENT_0097,2023-02-25,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,39,201982,7877286,2284413,2023-03-07,0,2284413,1.0,0,0,2023,2
ENT_0097,2023-03-27,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,41,184244,7554017,2190665,2023-04-06,0,1533466,1.0,0,0,2023,3
ENT_0097,2023-04-26,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,39,181614,7082958,2054058,2023-05-06,0,2054058,1.0,0,0,2023,4
ENT_0097,2023-05-26,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,41,203831,8357072,2423551,2023-06-20,15,2423551,1.0,0,0,2023,5
ENT_0097,2023-06-25,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,40,188260,7530393,2183814,2023-07-20,15,2183814,1.0,0,0,2023,6
ENT_0097,2023-07-25,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,39,202167,7884509,2286508,2023-08-04,0,2286508,1.0,0,0,2023,7
ENT_0097,2023-08-24,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,40,212899,8515941,2469623,2023-09-18,15,2469623,1.0,0,0,2023,8
ENT_0097,2023-09-23,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,42,210951,8859941,2569383,2023-10-03,0,2569383,1.0,0,0,2023,9
ENT_0097,2023-10-23,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,41,209988,8609513,2496759,2023-11-17,15,2496759,1.0,0,0,2023,10
ENT_0097,2023-11-22,ADMINISTRATION_PUBLIQUE,PME (10-49),DJIBOUTI-VILLE,39,186375,7268638,2107905,2023-12-02,0,2107905,1.0,0,0,2023,11
ENT_0098,2022-01-01,BATIMENT_TRAVAUX_PUBLICS,TPE (1-9),ARTA,5,122433,612164,177527,2022-01-11,0,177527,1.0,0,0,2022,1
ENT_0098,2022-01-31,BATIMENT_TRAVAUX_PUBLICS,TPE (1-9),ARTA,6,124085,744507,215907,2022-02-10,0,215907,1.0,0,0,2022,1
ENT_0098,2022-03-02,BATIMENT_TRAVAUX_PUBLICS,TPE (1-9),ARTA,5,123687,618434,179346,2022-03-12,0,125542,1.0,0,0,2022,3
ENT_0098,2022-04-01,BATIMENT_TRAVAUX_PUBLICS,TPE (1-9),ARTA,5,126526,632630,183463,2022-04-11,0,183463,1.0,0,0,2022,4
